"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",102.118174844037,102.060417377792,100.097449407652,99.3551347747008,103.401968380586,98.4227859560606,103.063988558856,97.20880243109,101.385398687447,104.53399784385,103.384476868831,102.312136417645,99.9602047617597,100.288050024323,101.931049636824,100.654923939919,99.2746082961153,103.791904363278,100.246472817204,99.5965354322141,102.006065961589,97.9298081829751,103.610546359243,100.82804953794,102.785509297518,101.235859896391,104.006394244976,98.3670855519338,100.072111632726,102.927135635403,100.655640756443,100.847072982557,101.622151001935,96.8108683016449,101.987855087883,99.939769147215,104.057728204181,99.845281633062,100.805448532114,99.7722247584814,100.302729209387,99.0083046883714,101.53433387072,98.2491027472853,99.0564023887436,101.408775721588,101.125072235874,101.025567919394,99.9044277849386,99.3341681683396,97.0579317184995,100.683758859095,102.843929356882,103.145980432215,99.8010418897417,99.8976150476356,103.183210159866,98.8178553859642,97.3785157843243,99.1220669668749,103.913265198537,97.0775918873973,102.073266652913,99.8444851586993,102.030460441401,100.489368468945,98.4548388611484,106.818709574209,101.685093697055,102.865999959078,102.859555649092,100.412266002272,102.071537205005,96.0597587433921,101.717487775059,99.676669997028,100.232814227343,103.935883633128,97.3966058895673,100.192713775191,94.6737364136649,99.4825657073581,100.909836281297,103.196487422606,101.579878468527,104.366225221887,101.974421143605,102.937850006451,102.030764265417,98.6949748488423,102.540113303583,102.346089093038,99.7035893410967,100.701045039909,99.8848251517562,98.5014445991603,100.216462732023,101.132368231781,98.2328494181153,102.413441176182
"2",101.766705912013,101.909726665817,99.8856602041101,99.2422837647331,103.392089536366,98.1947195896017,102.12042881683,97.0867241240651,101.027212123659,104.024792904385,102.991067345537,102.203715256472,99.8015601580122,100.04887978656,101.757497103998,100.447359889459,99.2535849151096,103.649080608216,99.7099592813394,98.8601102702852,101.921644833586,97.7194230147154,102.809234931403,100.633474808551,102.484929904547,99.8819788129564,103.699344701315,97.8774512166749,99.5721987375721,102.57662433431,100.647387677245,100.810317136304,101.392754077311,96.771965965151,101.673336686921,99.5850638877655,103.867571758663,99.3241473751349,100.698163966761,99.7378902116289,100.129082767864,98.8598415127422,101.468019240793,97.8349115415524,98.8853581782642,101.172905770207,100.523483866676,100.784132737573,99.4182562123849,99.125217034858,96.9174569801504,100.471588862389,102.625237040723,103.034356747181,99.5582012545901,99.4593593204236,103.006189719496,98.6565791715005,97.0117015078379,98.9436442637,103.512717995533,97.04820461453,101.980306301418,99.6824895714941,101.910402998317,100.262754285139,98.1780976919,106.298651521073,101.220467078912,102.684719092131,101.821577222002,100.372920130675,101.867568694355,95.4074650501993,101.318235299732,99.5635018874823,100.147726202109,103.74900590924,97.2104602572776,99.8301927416244,94.5322284968436,99.1268070155554,100.866864623338,103.01378220077,101.218666643145,104.310638883089,101.710008177212,102.14439582683,101.789697054244,98.4863431770388,102.257455239821,102.180800947545,99.6072346953143,99.97520311099,99.4616315766364,98.2768466990738,100.031036959905,101.125392853497,98.1513718797614,102.290968298924
"3",101.735591947295,101.894635214353,99.5510713657318,99.209695705098,103.358436363757,97.5821828062034,101.82795561208,96.7367578557279,100.747053397649,103.933136153131,102.523514768109,102.01789755568,99.5686778359634,100.022213643056,101.632856240283,100.339993857623,99.1517524819466,103.214898306846,99.6855182053922,98.813726968398,101.867097966966,97.6873891807411,102.494793642415,100.437569455045,102.263742710967,99.8043715946332,103.21432276752,97.6256955790706,99.3423564769135,102.041730494565,100.594126074791,100.785747337263,101.384809326189,96.7236980226871,101.146293581861,99.2909021242285,103.157032401006,98.905404906563,100.674484450577,99.3687088371386,99.9679430261038,98.744332779086,101.115184195776,97.7064054006463,98.8604361254187,101.138426613351,100.487431930757,100.696541001189,99.3670657496224,98.8211384914471,96.7517762826093,100.071983805362,102.303143775514,102.825626529166,99.4676512755812,99.2583123108189,102.707319218194,98.511179889917,96.8781330725829,98.9077419754872,103.390487105409,96.8437920952669,101.699452534423,99.5094677085449,101.750587658628,100.251632655194,98.1286868466129,106.159055426063,100.999574919801,102.355687527945,101.760401148301,100.369741380966,101.820553206926,95.3792838959245,100.895647789356,99.5628329717766,100.046581713021,103.732499286931,96.8074590157381,99.8143690761795,94.3141882969982,98.8029904360673,100.652838581611,102.909564786029,101.015041622849,104.304707806836,101.673881484827,102.141252999942,101.695189962292,97.9093221259298,102.101402594658,102.043911781623,99.4939649012324,99.9182118178252,99.4087492384801,98.1747374962867,99.4842456832008,100.998307441711,98.029688801105,101.969356845387
"4",101.611480104145,101.722657524517,99.2560657886935,99.1096743378419,102.825786519877,97.5547609974681,101.698162007045,96.7080048971736,100.513171719461,103.777165318504,102.395899820301,101.960963057045,99.2865675614902,100.016219366936,101.312439129682,100.320365290848,98.4557320955183,102.845361826455,99.6529590646329,98.8082053800961,101.411523687816,97.4270813241528,102.487794668532,100.263622599001,102.223379586664,99.8008405886567,103.125236025896,97.571959937701,99.2715269382041,101.752948150951,100.511141154132,100.361640722127,101.350465468164,96.5356537912062,101.063332743716,99.1963170273036,103.156377253311,98.820965417744,100.667402756049,99.3110907286562,99.9571210696606,98.6731866110514,100.71005034635,97.6136837487436,98.7243643049834,101.003617143969,100.459522123892,100.540302867438,99.3166594680646,98.7782826566978,96.7468384451024,99.8436229057073,102.29646429443,102.702585485482,99.0211391277843,99.1898370152202,102.631765638249,98.4232124073734,96.7788873718767,98.8926179127366,102.997244861289,96.5789580836677,101.386459434709,99.5066862066463,101.720781633661,100.212670793036,97.8366518070799,106.133557380038,100.698152255432,102.338484934866,101.746342522511,100.310960476534,101.778744258358,95.2150595659679,100.880315023474,99.5301333716161,99.9524017948994,103.507325165987,96.5093113048279,99.6902855965578,94.2183442221277,98.7911020681086,100.465971090063,102.805579235315,100.753393217279,104.108047922996,101.660558033817,102.105354502741,101.46409519044,97.8659148976082,101.996555351704,101.744437018191,99.410487830296,99.8328505974075,99.3880375843217,97.9631100601007,99.1422708800137,100.866621283559,98.0057545151665,101.743646608354
"5",101.569315039662,101.611277888663,99.0393588024739,98.8505498741417,102.783333060748,97.3119820343961,101.627789454416,96.6073293304071,100.374970070065,103.404111274686,102.188882178355,101.93655469933,99.1421727714028,99.8033465400467,101.236883206306,100.230287188158,98.4309786409372,102.76361691328,99.5113201899474,98.6042663212911,101.023466400389,97.3393246590781,102.449171855693,100.074342759322,101.779950137019,99.6623182039893,103.013659574651,97.436253235959,99.0863303923329,101.111567042239,100.418903172419,100.349414806421,101.131013582053,96.4472172880704,101.027976834165,99.1162512174466,102.938466599053,98.7886783977541,100.508935815102,99.1860322917651,99.5055419369791,98.5835901976352,100.653167958619,97.5311878610351,98.6871686262876,100.87000415554,100.229656639438,100.237344538311,99.2521576049746,98.6760043623915,96.6915675600166,99.8286442025802,102.295035917174,102.475975992628,98.9543403804134,98.8885271014311,102.59378746874,98.3713072793329,96.633795017292,98.8806931311658,102.924560704976,96.3383201060407,101.199300900173,99.1903984821205,101.338960595204,99.8829726069473,97.7711893987448,106.108851620885,100.515335133077,102.332222638117,101.649313436847,100.263884276394,101.466932497378,95.2145816561109,100.412765518326,99.5275277386358,99.9133357120675,103.272072868883,96.4707999240459,99.589343074726,94.1924379507925,98.7379698989754,100.429997544901,102.763015718752,100.723422261575,104.097235443026,101.512838364411,102.075328250123,101.462443444581,97.8151291937724,101.900925832072,101.714609300012,99.2261462591666,99.8094840231353,99.3058049209725,97.9032685033055,99.0504939104065,100.804753733615,97.8642979315717,101.474569928875
"6",101.442286306083,101.600685290284,98.9496424086967,98.7800725372096,102.663486655971,97.291791303258,101.575077537521,96.5710216124216,100.346172712395,103.104082137566,102.069473961104,101.802090382914,99.0253968090662,99.7581466141506,101.221702921242,100.089039966583,98.3715134292662,102.436089934737,99.4472982757822,98.3810523565639,100.983223864509,97.3111964204342,101.979638839022,99.8327584925688,101.747522192339,99.6474017127561,102.968879957942,97.376925230263,98.9365567159932,100.921050750641,100.34285002859,100.341591672316,100.906200531212,96.4469176613316,100.965034722829,98.8066613109663,102.898248574231,98.6571660131168,100.50411181622,98.8861025139386,99.3606780343907,98.4011775209254,100.283381178185,97.4394901934193,98.6833182957885,100.845954892422,100.158660337304,100.129385447355,98.9421492192786,98.3373497901377,96.6356796367839,99.7772090215525,102.262544339618,101.983411801597,98.8908912401004,98.7978605727228,102.214075353475,98.0495722095679,96.5943887540395,98.7504274336833,102.75951832034,96.2542176508032,101.05256975531,99.130075997644,101.018163212749,99.729527393981,97.6093018805159,105.885896422732,100.490311269495,102.187741867381,101.434330482698,100.040667753143,101.390117123425,95.0906644261189,100.387609074014,99.4591566447279,99.6556525153592,103.176071808292,96.4334833506687,99.3102059437158,94.0818422949237,98.6951854675637,100.405027068679,102.755507706109,100.568250276321,103.981997830546,101.50357528498,102.065771679512,101.194518982044,97.5461957109296,101.711880587106,101.640305684865,99.0722372986948,99.5178743104301,99.1885842831865,97.7655086559879,99.0219536509185,100.720910459555,97.8229973154347,101.463943179171
"7",101.342274440929,101.525184784457,98.8409334612199,98.7444134514557,102.481978138011,97.2755548141562,101.569040221986,96.5414663181938,100.252958518929,102.841850978606,102.02170778186,101.605892256298,98.9113414962646,99.6381261575497,101.164421624701,99.9272770039516,98.3675427877299,102.235272615123,99.2747900029879,98.2277701884304,100.787161809863,97.1840063165534,101.912650125701,99.809116620817,101.705170562427,99.5556847797423,102.855415633685,96.9937251399785,98.9282444170688,100.705935952255,100.321610836037,100.321827839067,100.791434858128,96.346008705274,100.905848082589,98.7841565782226,102.740303012226,98.5810935546155,100.469657555368,98.8203760219211,99.3427501699197,98.3713710747645,99.9311730421087,97.3357723707172,98.6602019442477,100.63477762028,100.119750838652,100.082976368105,98.2461144821334,98.3263945415235,96.5806898809045,99.574540558851,102.191797306188,101.905864845444,98.877278155376,98.715292391058,102.075140697953,97.9922679515888,96.3563486188813,98.7236164545146,102.622736887147,96.0370764191616,100.975718517864,99.0985683208079,100.905658333407,99.6455363402896,97.5744651267816,105.826019478757,100.278577075364,101.981329378127,101.172147915875,99.989506986808,101.386621265436,95.0583104486213,100.331603901219,99.4314562569196,99.6387368504383,103.174354519714,96.1665135623627,99.1293334974614,94.0663820115145,98.6894201634907,99.9389444043291,102.544361730972,100.544639465824,103.941065179946,101.196278038797,102.019111752831,101.189821937712,97.4895031507539,101.690872003043,101.271426878976,98.9193221271032,99.3870214545081,98.946693974938,97.6767635179891,98.9780413776596,100.430775413611,97.766174423162,101.431463050483
"8",101.320512910053,101.450298813382,98.7397141552452,98.4390637836488,102.334741146366,97.0947238338619,101.458488677698,96.5144215666497,100.053335878492,102.812189072417,101.984686834811,101.478524680551,98.8139612936141,99.5731895639761,101.018848608049,99.7096420379759,98.290135118573,102.180661224937,99.2329860622848,98.2133539440727,100.657765232526,97.1706562250724,101.887668776735,99.6468470155196,101.381246450746,99.5307910777713,102.601999888169,96.6995629657504,98.7691166985597,100.651954178159,100.266070451207,100.045906980219,100.660604983447,96.2771933464143,100.898473294571,98.7524171957738,102.642271001054,98.3228894972783,100.392400564789,98.6079047716606,99.2590099680714,98.3517694702477,99.9260621987991,97.2601963777306,98.5620711383225,100.341646354229,99.8083454519728,99.9425290969235,98.1809899352377,98.249218384485,96.4373646154763,99.4718222448794,102.159626902444,101.86047148863,98.810702800299,98.6944597747367,102.064652171414,97.9769071349094,96.3502360830135,98.6660046643451,102.497384153002,96.0212179900793,100.907762435007,98.8467385151424,100.871561949094,99.5972150928332,97.3968064363736,105.762167167485,100.202878364358,101.735405398939,100.697633913162,99.8680949017857,101.363115399211,95.0247842979759,100.264239729282,99.3007347921317,99.5757674238421,102.942000603012,95.9790017840265,98.8973057916928,94.0151723468217,98.4859950434221,99.8726915985044,102.432944109531,100.442515027258,103.748403166512,101.103495456311,101.680000316422,101.160124849915,97.3189195472093,101.313316265135,101.237270707634,98.7966691705761,99.2988645845817,98.8617170412818,97.5043937419702,98.9623642980144,100.391961708215,97.6514131727434,101.385850405878
"9",101.264469417095,101.416257814555,98.6247406268122,98.4050591920603,102.195087808732,97.0546194084509,101.026333882399,96.4653206663163,99.6911641800931,102.743391976952,101.751683621559,101.456834561715,98.5725294676831,99.5430098701242,100.993185162972,99.4416487173607,98.2058259586015,101.920765589553,98.9348860958435,97.965788249179,100.351122519999,97.0939771032455,101.498367901173,99.5711403391706,101.121769215352,99.1303766570715,102.582045883038,96.6358193329003,98.5947334365594,100.38747878105,100.097275877053,100.033661016515,100.480990611649,96.2343076031303,100.544020985149,98.7063347515034,102.492209234858,98.2903396406146,100.176634922508,98.5974623773899,98.9968966071824,98.0107618320551,99.778689641902,97.1928508146021,98.4580581319598,100.300445123931,99.6027686138499,99.9090109673116,98.1062469219265,98.1499123230323,96.3180797725328,99.3085957631467,102.085273787475,101.773228353451,98.8094089055111,98.5186172207134,101.939228576049,97.9524260317023,96.298665139285,98.6222642800674,102.38519639613,95.9666350182411,100.85979145296,98.7558862292135,100.738175766681,99.517207319321,97.3309562808013,105.581461208521,99.7235638810771,101.328253777575,100.620206486476,99.6132851338025,101.071156611129,94.7564298359223,100.170611679075,98.970879518493,99.2094333363442,102.792994293107,95.7925799955779,98.7139476921429,93.7103490849508,98.2432621799047,99.513780835211,102.264688762005,100.230716668713,103.708024011586,100.69467212771,101.442245316832,101.021708455094,97.3094496559847,101.282180140123,101.158192985131,98.7127973774881,99.1688307904969,98.7296940400561,97.3120418034278,98.9112527222308,100.360028739746,97.5725076576759,101.195283070366
"10",100.856252231653,101.128867420844,98.3762656325073,98.241989755734,102.179368488419,96.9288652347767,100.976091586539,95.4898636730442,99.6506354032983,102.724613983523,101.584308075681,101.136836027829,98.4926441274335,99.3563297027304,100.910126275711,99.2658826743329,98.1895183178562,101.870412231978,98.8919879979521,97.9044615940741,100.125666603025,96.9736856845566,101.355776566204,99.4335833642428,100.816416956656,98.8497097179297,102.484887825357,96.1673637142972,98.2440509840308,100.320826922562,99.7108570669658,99.9812368055167,100.392392157709,96.2011569922064,100.228906252166,98.5909686178147,102.430319388926,98.1347092088086,100.069435431486,98.4608818529901,98.3776216714819,97.4385245123113,99.6887197204365,96.8028882252708,98.0982168352797,99.9742646938232,99.497864157136,99.6348149197981,98.0297677939632,97.1916094072208,96.2227537501522,99.2134722247603,101.916078874561,101.724482323054,98.5123623458682,98.4112897639977,101.559276921495,97.9342144969186,95.9621413635478,98.1332590771503,101.970800440667,95.9602939691475,100.225558669875,98.5860095795911,99.8645720019524,98.7014919028591,96.8805688937856,105.347005083408,99.6434193285283,100.647464509992,100.479194884033,99.0473897376015,100.920439366533,94.5369530965209,100.135986334541,98.9401446383828,98.9818601890588,102.102383070149,95.3762770059298,98.5510026466192,93.4144504949742,98.1455806417525,98.5543074115761,102.227339885749,99.9345789720052,102.887958511791,100.402408766214,100.695433968157,100.648260564045,97.0792634913149,100.421376704593,101.117364781993,98.386879722595,98.8575881709114,98.6838211755267,96.8653455186148,98.0789330663834,99.5931296411177,96.9094324181858,100.848312014649
